level_5_sig_id,cell,plate,time,level_3_samples,samples_number,pert_type,pert_drug,targets,targets_number,dose,dose_float
CPC014_NEU_24H:BRD-K81528515-001-03-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:K17|CPC014_NEU_24H_X4_B7_DUO52HI53LO:K17,2,trt_cp,nilotinib,"ABL1, BCR, KIT",3.0,10 uM,0.0
CPC014_NEU_24H:BRD-K81783531-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:H08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:H08,2,trt_cp,VX-222,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K82091397-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:A19,1,trt_cp,SB-239063,"MAPK11, MAPK14",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K82206012-001-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J23|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J23,2,trt_cp,BRD-K82206012,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83691318-001-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:B23|CPC014_NEU_24H_X4_B7_DUO52HI53LO:B23,2,trt_cp,BRD-K83691318,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83794624-001-01-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:C06,1,trt_cp,pirarubicin,TOP2A,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83837640-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:O04|CPC014_NEU_24H_X4_B7_DUO52HI53LO:O04,2,trt_cp,JNJ-26481585,"HDAC1, MDM2",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83963101-001-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:E21|CPC014_NEU_24H_X4_B7_DUO52HI53LO:E21,2,trt_cp,MLN-8054,AURKA,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83972459-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:K03,1,trt_cp,JWE-035,AURKA,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K83988098-003-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:O08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:O08,2,trt_cp,alvespimycin,HSP90AA1,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K84085265-001-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:E03|CPC014_NEU_24H_X4_B7_DUO52HI53LO:E03,2,trt_cp,CG-930,MAPK8,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K84639753-066-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:H04|CPC014_NEU_24H_X4_B7_DUO52HI53LO:H04,2,trt_cp,safinamide,"MAOB, SLC6A3",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K84937637-001-03-2:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:P13|CPC014_NEU_24H_X4_B7_DUO52HI53LO:P13,2,trt_cp,sirolimus,"FKBP1A, MTOR",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K85493820-001-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:M13|CPC014_NEU_24H_X4_B7_DUO52HI53LO:M13,2,trt_cp,KM-00927,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K85985071-001-20-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:N16|CPC014_NEU_24H_X4_B7_DUO52HI53LO:N16,2,trt_cp,ellipticine,"TOP2A, TOP2B",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K86465814-001-03-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:L01,1,trt_cp,HO-013,PPARG,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K86930074-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:M20|CPC014_NEU_24H_X4_B7_DUO52HI53LO:M20,2,trt_cp,cediranib,"FLT1, FLT4, KDR, KIT, PDGFRB",5.0,10 uM,0.0
CPC014_NEU_24H:BRD-K87730440-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I12|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I12,2,trt_cp,BRD-K87730440,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K88551539-001-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:P06|CPC014_NEU_24H_X4_B7_DUO52HI53LO:P06,2,trt_cp,CAY-10585,HIF1A,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K88569143-001-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I10|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I10,2,trt_cp,BRD-K88569143,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K88714443-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:K23,1,trt_cp,BRD-K88714443,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K88735704-001-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I02|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I02,2,trt_cp,BRD-K88735704,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K89014967-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:F18|CPC014_NEU_24H_X4_B7_DUO52HI53LO:F18,2,trt_cp,AS-703026,"MAP2K1, MAP2K2",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K89085489-001-10-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:P14|CPC014_NEU_24H_X4_B7_DUO52HI53LO:P14,2,trt_cp,fenretinide,RARA,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K89085489-001-11-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:D15|CPC014_NEU_24H_X4_B7_DUO52HI53LO:D15,2,trt_cp,fenretinide,RARA,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K91047982-001-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:M07|CPC014_NEU_24H_X4_B7_DUO52HI53LO:M07,2,trt_cp,BRD-K91047982,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K91696562-001-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:F24|CPC014_NEU_24H_X4_B7_DUO52HI53LO:F24,2,trt_cp,orantinib,"AURKA, AURKB, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB",7.0,10 uM,0.0
CPC014_NEU_24H:BRD-K91701654-001-01-5:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:P08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:P08,2,trt_cp,U-0126,"MAP2K1, MAP2K2",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K91900765-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:H06|CPC014_NEU_24H_X4_B7_DUO52HI53LO:H06,2,trt_cp,VX-745,MAPK14,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K93331255-001-01-2:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:N18|CPC014_NEU_24H_X4_B7_DUO52HI53LO:N18,2,trt_cp,lypressin,"AVPR1A, AVPR1B, AVPR2",3.0,10 uM,0.0
CPC014_NEU_24H:BRD-K93918653-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:A21,1,trt_cp,quizartinib,"CSF1R, FLT3, KIT, RET",4.0,10 uM,0.0
CPC014_NEU_24H:BRD-K94018295-001-06-5:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:A10|CPC014_NEU_24H_X1_B7_DUO52HI53LO:K08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:A10|CPC014_NEU_24H_X4_B7_DUO52HI53LO:K08,4,trt_cp,EMF-sumo1-3,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K94294671-003-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:E15|CPC014_NEU_24H_X4_B7_DUO52HI53LO:E15,2,trt_cp,OSI-027,MTOR,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K95402279-001-01-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J21|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J21,2,trt_cp,geranylgeraniol,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K95901403-001-01-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:O18|CPC014_NEU_24H_X4_B7_DUO52HI53LO:O18,2,trt_cp,XL-147,"PIK3CA, PIK3CD, PIK3CG",3.0,10 uM,0.0
CPC014_NEU_24H:BRD-K97764662-001-09-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:D08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:D08,2,trt_cp,PD-173074,"FGFR1, FGFR3",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K98372770-001-04-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:H10|CPC014_NEU_24H_X4_B7_DUO52HI53LO:H10,2,trt_cp,L-2167,PPARD,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K98381590-001-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:C22,1,trt_cp,RAN-07,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K98684188-001-01-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:P22,1,trt_cp,GSK-0660,PPARD,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99260425-001-01-2:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J06|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J06,2,trt_cp,etodolac,PTGS2,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99291625-001-06-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:L13|CPC014_NEU_24H_X4_B7_DUO52HI53LO:L13,2,trt_cp,SB-203580,"MAPK1, MAPK11, MAPK14",3.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99369265-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:B22|CPC014_NEU_24H_X4_B7_DUO52HI53LO:B22,2,trt_cp,sirolimus,"FKBP1A, MTOR",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99451608-001-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J22|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J22,2,trt_cp,lopinavir,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99498722-001-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:M08|CPC014_NEU_24H_X4_B7_DUO52HI53LO:M08,2,trt_cp,NPI-2358,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99545815-001-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:G09,1,trt_cp,PF-562271,"PTK2, PTK2B",2.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99616396-001-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:C03,1,trt_cp,motesanib,"FLT1, FLT4, KDR, KIT",4.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99749624-001-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:O22,1,trt_cp,linifanib,"CSF1R, FLT1, FLT3, FLT4, KDR, PDGFRB",6.0,10 uM,0.0
CPC014_NEU_24H:BRD-K99964838-001-03-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I04|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I04,2,trt_cp,bosutinib,"ABL1, BCR, CAMK2G, HCK, LYN, SRC",6.0,10 uM,0.0
CPC014_NEU_24H:BRD-M16762496-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:O06|CPC014_NEU_24H_X4_B7_DUO52HI53LO:O06,2,trt_cp,PIK-75,PIK3CA,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-M30523314-002-01-5:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:C04|CPC014_NEU_24H_X4_B7_DUO52HI53LO:C04,2,trt_cp,vinorelbine,TUBB,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-M64432851-001-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:D02|CPC014_NEU_24H_X4_B7_DUO52HI53LO:D02,2,trt_cp,sunitinib,"FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET",8.0,10 uM,0.0
CPC014_NEU_24H:BRD-M72442222-001-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:O14|CPC014_NEU_24H_X4_B7_DUO52HI53LO:O14,2,trt_cp,vicriviroc,CCR5,1.0,10 uM,0.0
CPC014_NEU_24H:BRD-U01690642-000-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:F11|CPC014_NEU_24H_X4_B7_DUO52HI53LO:F11,2,trt_cp,BRD-U01690642,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U04166717-000-01-2:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I21|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I21,2,trt_cp,BRD-U04166717,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U06594984-000-01-9:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J19|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J19,2,trt_cp,BL-074,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U08759356-000-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:P11,1,trt_cp,BRD-U08759356,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U25771771-000-01-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I05|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I05,2,trt_cp,WZ-4-145,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U29336476-000-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:K01,1,trt_cp,BRD-U29336476,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U31801276-000-01-4:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:I07,1,trt_cp,BRD-U31801276,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U32365159-000-01-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I23|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I23,2,trt_cp,BRD-U32365159,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U33728988-000-01-6:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:G15|CPC014_NEU_24H_X4_B7_DUO52HI53LO:G15,2,trt_cp,QL-X-138,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U43867373-000-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:C01,1,trt_cp,BRD-U43867373,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U44618005-000-01-5:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:A23,1,trt_cp,WH-4023,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U51951544-000-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:K09|CPC014_NEU_24H_X4_B7_DUO52HI53LO:K09,2,trt_cp,ZG-10,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U64289953-000-01-2:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:I17|CPC014_NEU_24H_X4_B7_DUO52HI53LO:I17,2,trt_cp,BRD-U64289953,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U66370498-000-01-0:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:J09|CPC014_NEU_24H_X4_B7_DUO52HI53LO:J09,2,trt_cp,androstanol,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U73238814-000-01-7:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:G17|CPC014_NEU_24H_X4_B7_DUO52HI53LO:G17,2,trt_cp,QL-XI-92,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U74615290-000-01-8:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:G21|CPC014_NEU_24H_X4_B7_DUO52HI53LO:G21,2,trt_cp,BRD-U74615290,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U86922168-000-01-3:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:G19|CPC014_NEU_24H_X4_B7_DUO52HI53LO:G19,2,trt_cp,QL-XII-47,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U87780043-000-01-5:10,NEU,CPC014,24 h,CPC014_NEU_24H_X4_B7_DUO52HI53LO:I19,1,trt_cp,BRD-U87780043,,0.0,10 uM,0.0
CPC014_NEU_24H:BRD-U97083655-000-01-1:10,NEU,CPC014,24 h,CPC014_NEU_24H_X1_B7_DUO52HI53LO:D10|CPC014_NEU_24H_X4_B7_DUO52HI53LO:D10,2,trt_cp,teicoplanin,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A00993607-003-15-4:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:L10|CPC016_NEU_24H_X3_B7_DUO52HI53LO:L10|CPC016_NEU_24H_X4_B7_DUO52HI53LO:L10,3,trt_cp,alprenolol,"ADRB1, ADRB2",2.0,10 uM,0.0
CPC016_NEU_24H:BRD-A06276885-003-01-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:F16|CPC016_NEU_24H_X3_B7_DUO52HI53LO:F16|CPC016_NEU_24H_X4_B7_DUO52HI53LO:F16,3,trt_cp,BRD-A06276885,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A06352508-001-02-9:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:H04|CPC016_NEU_24H_X3_B7_DUO52HI53LO:H04|CPC016_NEU_24H_X4_B7_DUO52HI53LO:H04,3,trt_cp,SB-218078,CHEK1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A09467419-003-14-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:J22|CPC016_NEU_24H_X3_B7_DUO52HI53LO:J22|CPC016_NEU_24H_X4_B7_DUO52HI53LO:J22,3,trt_cp,mebeverine,CHRM1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A10420615-001-03-6:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:D03|CPC016_NEU_24H_X3_B7_DUO52HI53LO:D03|CPC016_NEU_24H_X4_B7_DUO52HI53LO:D03,3,trt_cp,cyclopiazonic-acid,ATP2A1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A11678676-001-03-4:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:F22|CPC016_NEU_24H_X3_B7_DUO52HI53LO:F22|CPC016_NEU_24H_X4_B7_DUO52HI53LO:F22,3,trt_cp,wortmannin,"PIK3CA, PIK3CG, PLK1",3.0,10 uM,0.0
CPC016_NEU_24H:BRD-A17065207-001-06-9:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:F18|CPC016_NEU_24H_X3_B7_DUO52HI53LO:F18|CPC016_NEU_24H_X4_B7_DUO52HI53LO:F18,3,trt_cp,brefeldin-a,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A17428743-003-03-3:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:O23|CPC016_NEU_24H_X3_B7_DUO52HI53LO:O23|CPC016_NEU_24H_X4_B7_DUO52HI53LO:O23,3,trt_cp,BW-723C86,HTR2B,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A18579359-001-02-3:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:I08|CPC016_NEU_24H_X3_B7_DUO52HI53LO:I08,2,trt_cp,wiskostatin,WASL,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A19037878:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:B03|CPC016_NEU_24H_X3_B7_DUO52HI53LO:B03|CPC016_NEU_24H_X4_B7_DUO52HI53LO:B03,3,trt_cp,BRD-A19037878,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A19195498-050-09-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:N08|CPC016_NEU_24H_X3_B7_DUO52HI53LO:N08,2,trt_cp,trimipramine,"SLC6A2, SLC6A3, SLC6A4",3.0,10 uM,0.0
CPC016_NEU_24H:BRD-A19500257:10,NEU,CPC016,24 h,CPC016_NEU_24H_X3_B7_DUO52HI53LO:A03|CPC016_NEU_24H_X4_B7_DUO52HI53LO:A03,2,trt_cp,geldanamycin,HSP90AA1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A19661776-003-13-6:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:O06|CPC016_NEU_24H_X3_B7_DUO52HI53LO:O06|CPC016_NEU_24H_X4_B7_DUO52HI53LO:O06,3,trt_cp,mianserin,"ADRA1A, ADRA1B, ADRA1D, DRD2, HRH1, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, HTR7",11.0,10 uM,0.0
CPC016_NEU_24H:BRD-A20243730-001-01-4:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:F19|CPC016_NEU_24H_X3_B7_DUO52HI53LO:F19|CPC016_NEU_24H_X4_B7_DUO52HI53LO:F19,3,trt_cp,danazol,"ESR1, GNRHR",2.0,10 uM,0.0
CPC016_NEU_24H:BRD-A22684332-003-03-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:A06|CPC016_NEU_24H_X3_B7_DUO52HI53LO:A06|CPC016_NEU_24H_X4_B7_DUO52HI53LO:A06,3,trt_cp,procaterol,ADRB2,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A22783572-065-01-3:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:F14|CPC016_NEU_24H_X3_B7_DUO52HI53LO:F14|CPC016_NEU_24H_X4_B7_DUO52HI53LO:F14,3,trt_cp,vinblastine,TUBB,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A22844106-001-16-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:N16|CPC016_NEU_24H_X3_B7_DUO52HI53LO:N16|CPC016_NEU_24H_X4_B7_DUO52HI53LO:N16,3,trt_cp,tenoxicam,"PTGS1, PTGS2",2.0,10 uM,0.0
CPC016_NEU_24H:BRD-A28422058-001-01-0:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:K14|CPC016_NEU_24H_X3_B7_DUO52HI53LO:K14|CPC016_NEU_24H_X4_B7_DUO52HI53LO:K14,3,trt_cp,L-689560,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A29322418-237-03-2:10,NEU,CPC016,24 h,CPC016_NEU_24H_X3_B7_DUO52HI53LO:H24|CPC016_NEU_24H_X4_B7_DUO52HI53LO:H24,2,trt_cp,potassium-canrenoate,NR3C2,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A30437061-001-02-7:10,NEU,CPC016,24 h,CPC016_NEU_24H_X4_B7_DUO52HI53LO:O10,1,trt_cp,camptothecin,TOP1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A30655177-001-06-6:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:D05,1,trt_cp,LFM-A13,BTK,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A31227688-001-02-4:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:G14|CPC016_NEU_24H_X3_B7_DUO52HI53LO:G14|CPC016_NEU_24H_X4_B7_DUO52HI53LO:G14,3,trt_cp,kynuramine,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A33833419-003-01-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:I03|CPC016_NEU_24H_X3_B7_DUO52HI53LO:I03|CPC016_NEU_24H_X4_B7_DUO52HI53LO:I03,3,trt_cp,TER-14687,PRKCQ,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A35623999-001-04-0:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:E14|CPC016_NEU_24H_X3_B7_DUO52HI53LO:E14|CPC016_NEU_24H_X4_B7_DUO52HI53LO:E14,3,trt_cp,CGP-37157,SLC8A1,1.0,10 uM,0.0
CPC016_NEU_24H:BRD-A36066264-001-03-1:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:L06|CPC016_NEU_24H_X3_B7_DUO52HI53LO:L06|CPC016_NEU_24H_X4_B7_DUO52HI53LO:L06,3,trt_cp,BRD-A36066264,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A41995253-001-03-7:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:H22|CPC016_NEU_24H_X3_B7_DUO52HI53LO:H22|CPC016_NEU_24H_X4_B7_DUO52HI53LO:H22,3,trt_cp,brucine,,0.0,10 uM,0.0
CPC016_NEU_24H:BRD-A42649439-001-02-8:10,NEU,CPC016,24 h,CPC016_NEU_24H_X2_B7_DUO52HI53LO:O11|CPC016_NEU_24H_X3_B7_DUO52HI53LO:O11|CPC016_NEU_24H_X4_B7_DUO52HI53LO:O11,3,trt_cp,triciribine,"AKT1, AKT2, AKT3",3.0,10 uM,0.0
