level_3_sample_id,cell,time,pert_type,pert_drug,dose
CPC012_NEU_24H_X2_B7_DUO52HI53LO:A23,NEU,24 h,trt_cp,BRD-K43069600,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B03,NEU,24 h,trt_cp,BRD-A19037878,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B04,NEU,24 h,trt_cp,vorinostat,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B05,NEU,24 h,trt_cp,BRD-K08630646,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B06,NEU,24 h,trt_cp,BRD-K95080859,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B07,NEU,24 h,trt_cp,BRD-K40087974,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B08,NEU,24 h,trt_cp,BRD-K76926998,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B09,NEU,24 h,trt_cp,BRD-K98004941,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B10,NEU,24 h,trt_cp,BRD-K96752129,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B11,NEU,24 h,trt_cp,BRD-K95976153,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B12,NEU,24 h,trt_cp,BRD-K56518176,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B13,NEU,24 h,trt_cp,BRD-K06020002,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B14,NEU,24 h,trt_cp,BRD-K69501658,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B15,NEU,24 h,trt_cp,BRD-K76882924,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B16,NEU,24 h,trt_cp,BRD-K35004659,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B19,NEU,24 h,trt_cp,BRD-K40094191,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B20,NEU,24 h,trt_cp,BRD-K88710727,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B21,NEU,24 h,trt_cp,BRD-K70771662,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B22,NEU,24 h,trt_cp,BRD-K83998179,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B23,NEU,24 h,trt_cp,treprostinil,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:B24,NEU,24 h,trt_cp,BRD-K66426634,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C01,NEU,24 h,trt_cp,BRD-K98731749,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C02,NEU,24 h,trt_cp,nikkomycin,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C03,NEU,24 h,trt_cp,BRD-K81813927,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C04,NEU,24 h,trt_cp,BRD-K09997269,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C05,NEU,24 h,trt_cp,BRD-K36031023,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C06,NEU,24 h,trt_cp,BRD-K18074178,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C07,NEU,24 h,trt_cp,givinostat,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C08,NEU,24 h,trt_cp,BRD-K30194621,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C09,NEU,24 h,trt_cp,BRD-K49403449,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C10,NEU,24 h,trt_cp,BRD-K35568648,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C11,NEU,24 h,trt_cp,BRD-K12238169,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C12,NEU,24 h,trt_cp,BRD-K02701279,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C13,NEU,24 h,trt_cp,BRD-K31553917,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C14,NEU,24 h,trt_cp,BRD-K10010115,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C15,NEU,24 h,trt_cp,BRD-K25774147,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C16,NEU,24 h,trt_cp,MD-II-051,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C17,NEU,24 h,trt_cp,BRD-K98991361,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C18,NEU,24 h,trt_cp,MD-041,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C19,NEU,24 h,trt_cp,BRD-K12621773,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C20,NEU,24 h,trt_cp,BRD-K03736784,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C21,NEU,24 h,trt_cp,BRD-K84855052,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C22,NEU,24 h,trt_cp,MD-049,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C23,NEU,24 h,trt_cp,BRD-K92863101,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:C24,NEU,24 h,trt_cp,BRD-K30993697,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D01,NEU,24 h,trt_cp,SPB02137,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D02,NEU,24 h,trt_cp,BRD-K66224104,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D03,NEU,24 h,trt_cp,BRD-K62748479,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D04,NEU,24 h,trt_cp,BRD-K09977233,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D06,NEU,24 h,trt_cp,ST-013960,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D07,NEU,24 h,trt_cp,BRD-K39687892,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D08,NEU,24 h,trt_cp,ST-4039884,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D09,NEU,24 h,trt_cp,K784-3131,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D10,NEU,24 h,trt_cp,BRD-K41220170,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D11,NEU,24 h,trt_cp,BRD-K24031526,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D12,NEU,24 h,trt_cp,BRD-K72505034,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D13,NEU,24 h,trt_cp,BRD-K87432599,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D14,NEU,24 h,trt_cp,ST-012015,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D15,NEU,24 h,trt_cp,BRD-A26962727,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D16,NEU,24 h,trt_cp,BRD-K37762845,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D17,NEU,24 h,trt_cp,BRD-A82913781,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D18,NEU,24 h,trt_cp,BRD-K88708949,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D19,NEU,24 h,trt_cp,BRD-K06652922,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D20,NEU,24 h,trt_cp,BRD-K55715339,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D21,NEU,24 h,trt_cp,BRD-K95253417,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D22,NEU,24 h,trt_cp,BRD-K66381707,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D23,NEU,24 h,trt_cp,EMF-sumo1-10,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:D24,NEU,24 h,trt_cp,BRD-K47709646,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E02,NEU,24 h,trt_cp,lapatinib,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E03,NEU,24 h,trt_cp,BRD-K14790374,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E04,NEU,24 h,trt_cp,LM-1685,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E07,NEU,24 h,trt_cp,tunicamycin,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E09,NEU,24 h,trt_cp,BRD-K01614657,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E10,NEU,24 h,trt_cp,panobinostat,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E11,NEU,24 h,trt_cp,BRD-K14704318,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E12,NEU,24 h,trt_cp,JFD02227,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E13,NEU,24 h,trt_cp,BRD-K94991378,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E14,NEU,24 h,trt_cp,BRD-K36087356,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E15,NEU,24 h,trt_cp,BRD-K71935468,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E16,NEU,24 h,trt_cp,BRD-K05542495,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E17,NEU,24 h,trt_cp,BRD-K61776140,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E18,NEU,24 h,trt_cp,BRD-K77014406,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E19,NEU,24 h,trt_cp,BRD-K32896438,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E20,NEU,24 h,trt_cp,BRD-K42568865,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E21,NEU,24 h,trt_cp,STK-674938,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E22,NEU,24 h,trt_cp,BRD-K86693415,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E23,NEU,24 h,trt_cp,BRD-K22828860,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:E24,NEU,24 h,trt_cp,BRD-K37852224,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F01,NEU,24 h,trt_cp,huperzine-a,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F02,NEU,24 h,trt_cp,BRD-K05562558,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F03,NEU,24 h,trt_cp,RAN-14A,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F04,NEU,24 h,trt_cp,ST-024029,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F07,NEU,24 h,trt_cp,RAN-30,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F08,NEU,24 h,trt_cp,BRD-K86110682,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F09,NEU,24 h,trt_cp,CAY-10470,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F10,NEU,24 h,trt_cp,antimycin-a,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F11,NEU,24 h,trt_cp,CAY-10415,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F12,NEU,24 h,trt_cp,BRD-A06131576,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F13,NEU,24 h,trt_cp,STK-661558,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F14,NEU,24 h,trt_cp,BRD-K41429297,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F15,NEU,24 h,trt_cp,RAN-07,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F16,NEU,24 h,trt_cp,BRD-K44893543,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F17,NEU,24 h,trt_cp,propylpyrazole,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F18,NEU,24 h,trt_cp,TUL-XXI039,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F19,NEU,24 h,trt_cp,VU-0418946-1,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F20,NEU,24 h,trt_cp,BRD-K76425827,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F21,NEU,24 h,trt_cp,VU-0410183-2,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F22,NEU,24 h,trt_cp,BRD-K91671201,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F23,NEU,24 h,trt_cp,BRD-A16581344,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:F24,NEU,24 h,trt_cp,BRD-K15475572,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G01,NEU,24 h,trt_cp,QW-BI-011,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G02,NEU,24 h,trt_cp,BRD-K16290432,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G03,NEU,24 h,trt_cp,WT-171,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G04,NEU,24 h,trt_cp,BRD-K29345712,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G05,NEU,24 h,trt_cp,BIX-01294,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G06,NEU,24 h,trt_cp,TMI-15,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G07,NEU,24 h,trt_cp,BRD-K95760042,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G08,NEU,24 h,trt_cp,ARG-CSC2-23,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G09,NEU,24 h,trt_cp,BRD-K82971429,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G10,NEU,24 h,trt_cp,BRD-K00486725,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G11,NEU,24 h,trt_cp,BRD-K61529775,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G12,NEU,24 h,trt_cp,BRD-K19624190,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G13,NEU,24 h,trt_cp,BRD-K38519699,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G14,NEU,24 h,trt_cp,BRD-K58279162,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G15,NEU,24 h,trt_cp,mofezolac,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G16,NEU,24 h,trt_cp,BRD-K71292008,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G17,NEU,24 h,trt_cp,BRD-A36165599,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G18,NEU,24 h,trt_cp,BRD-K73155123,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G19,NEU,24 h,trt_cp,BRD-K71574320,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G20,NEU,24 h,trt_cp,BRD-K70947604,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G21,NEU,24 h,trt_cp,BRD-K47825575,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G23,NEU,24 h,trt_cp,BRD-K72429558,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:G24,NEU,24 h,trt_cp,BRD-K73418978,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H01,NEU,24 h,trt_cp,BRD-K73238422,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H03,NEU,24 h,trt_cp,BRD-K11987803,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H04,NEU,24 h,trt_cp,MW-A1-14,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H05,NEU,24 h,trt_cp,BRD-K91485395,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H06,NEU,24 h,trt_cp,MW-A1-6,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H07,NEU,24 h,trt_cp,BRD-K25375605,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H08,NEU,24 h,trt_cp,BRD-K33392208,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H09,NEU,24 h,trt_cp,BRD-K41652870,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H10,NEU,24 h,trt_cp,BRD-K16051505,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H11,NEU,24 h,trt_cp,latrunculin-b,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H12,NEU,24 h,trt_cp,MW-A1-18,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H13,NEU,24 h,trt_cp,BRD-K98896788,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H14,NEU,24 h,trt_cp,VU-0418933-1,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H15,NEU,24 h,trt_cp,TUL-XX025TFA,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H16,NEU,24 h,trt_cp,TUL-XIX029,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H17,NEU,24 h,trt_cp,SJB-AF-2,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H18,NEU,24 h,trt_cp,BRD-K61717269,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H19,NEU,24 h,trt_cp,MW-A1-2,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H20,NEU,24 h,trt_cp,BRD-K08307026,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H21,NEU,24 h,trt_cp,BRD-K44890999,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H22,NEU,24 h,trt_cp,RAN-27,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H23,NEU,24 h,trt_cp,BRD-K33676730,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:H24,NEU,24 h,trt_cp,STK-222600,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I01,NEU,24 h,trt_cp,BRD-K75458636,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I02,NEU,24 h,trt_cp,BRD-K62169556,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I03,NEU,24 h,trt_cp,BRD-K63245238,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I04,NEU,24 h,trt_cp,BRD-K55591206,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I05,NEU,24 h,trt_cp,BRD-A88504692,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I06,NEU,24 h,trt_cp,ST-4070043,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I07,NEU,24 h,trt_cp,BRD-K48823327,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I09,NEU,24 h,trt_cp,BRD-K89814851,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I10,NEU,24 h,trt_cp,CAY-10578,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I11,NEU,24 h,trt_cp,BRD-K94572506,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I12,NEU,24 h,trt_cp,OM-137,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I13,NEU,24 h,trt_cp,BRD-K52831896,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I14,NEU,24 h,trt_cp,BRD-K70891562,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I17,NEU,24 h,trt_cp,BRD-K42091312,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I18,NEU,24 h,trt_cp,BIX-01338,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I19,NEU,24 h,trt_cp,BRD-K30640165,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I20,NEU,24 h,trt_cp,BRD-K82837433,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I21,NEU,24 h,trt_cp,BRD-K44494044,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I22,NEU,24 h,trt_cp,BRD-K72615639,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I23,NEU,24 h,trt_cp,BRD-K16346331,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:I24,NEU,24 h,trt_cp,BRD-K58972465,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J01,NEU,24 h,trt_cp,BRD-K74711637,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J02,NEU,24 h,trt_cp,sirolimus,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J03,NEU,24 h,trt_cp,BRD-K98064019,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J04,NEU,24 h,trt_cp,BRD-K64058329,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J05,NEU,24 h,trt_cp,RAN-03,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J06,NEU,24 h,trt_cp,BRD-K04188046,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J07,NEU,24 h,trt_cp,RAN-05,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J08,NEU,24 h,trt_cp,BRD-K81795824,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J09,NEU,24 h,trt_cp,RAN-02,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J10,NEU,24 h,trt_cp,BRD-A17718497,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J11,NEU,24 h,trt_cp,alitretinoin,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J12,NEU,24 h,trt_cp,BRD-K14842454,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J13,NEU,24 h,trt_cp,I-303059,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J14,NEU,24 h,trt_cp,BRD-K17628612,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J17,NEU,24 h,trt_cp,BRD-K68191033,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J19,NEU,24 h,trt_cp,BRD-A22272113,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J21,NEU,24 h,trt_cp,BRD-A13367427,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J22,NEU,24 h,trt_cp,BRD-K55996963,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J23,NEU,24 h,trt_cp,BRD-K58070753,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:J24,NEU,24 h,trt_cp,BRD-K53816294,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K01,NEU,24 h,trt_cp,BRD-K27170250,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K02,NEU,24 h,trt_cp,BRD-K81313552,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K03,NEU,24 h,trt_cp,BRD-K14316227,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K04,NEU,24 h,trt_cp,BRD-K32485462,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K05,NEU,24 h,trt_cp,BRD-K63220166,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K06,NEU,24 h,trt_cp,BRD-K38205437,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K07,NEU,24 h,trt_cp,BRD-K48924007,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K08,NEU,24 h,trt_cp,BRD-K62459624,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K09,NEU,24 h,trt_cp,BRD-K27881911,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K10,NEU,24 h,trt_cp,BAS-00535043,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K11,NEU,24 h,trt_cp,BRD-K13794505,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K12,NEU,24 h,trt_cp,fludarabine,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K13,NEU,24 h,trt_cp,BRD-A36884011,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K14,NEU,24 h,trt_cp,BRD-K09661167,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K15,NEU,24 h,trt_cp,BRD-K69496360,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K16,NEU,24 h,trt_cp,epothilone,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K17,NEU,24 h,trt_cp,BRD-K16309743,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K18,NEU,24 h,trt_cp,BRD-K30381304,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K19,NEU,24 h,trt_cp,BRD-K69003436,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K20,NEU,24 h,trt_cp,BRD-K29003210,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K21,NEU,24 h,trt_cp,BRD-K05775306,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K22,NEU,24 h,trt_cp,BRD-K10484463,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:K23,NEU,24 h,trt_cp,BRD-K38690464,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L02,NEU,24 h,trt_cp,BRD-K56596360,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L03,NEU,24 h,trt_cp,BRD-K97951054,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L04,NEU,24 h,trt_cp,alvocidib,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L05,NEU,24 h,trt_cp,BRD-A04172077,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L06,NEU,24 h,trt_cp,BRD-K78603557,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L07,NEU,24 h,trt_cp,BRD-K56392985,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L08,NEU,24 h,trt_cp,BRD-K30958640,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L09,NEU,24 h,trt_cp,ST-003833,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L10,NEU,24 h,trt_cp,BRD-K89156937,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L11,NEU,24 h,trt_cp,BRD-K51791390,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L12,NEU,24 h,trt_cp,BRD-K00944562,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L13,NEU,24 h,trt_cp,BRD-K69888333,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L14,NEU,24 h,trt_cp,HU-211,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L15,NEU,24 h,trt_cp,BRD-K11362964,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L16,NEU,24 h,trt_cp,I-212148,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L17,NEU,24 h,trt_cp,BRD-A67306036,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L18,NEU,24 h,trt_cp,6-aminochrysene,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L19,NEU,24 h,trt_cp,BRD-A76732176,10 uM
CPC012_NEU_24H_X2_B7_DUO52HI53LO:L20,NEU,24 h,trt_cp,BRD-K90849765,10 uM
