level_3_sample_id,cell,time,pert_type,pert_drug,dose
XPR017_U251MG.311_96H_X1_B35:D09,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR017_U251MG.311_96H_X1_B35:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR017_U251MG.311_96H_X1_B35:E15,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:E17,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:E18,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR017_U251MG.311_96H_X1_B35:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR017_U251MG.311_96H_X1_B35:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR017_U251MG.311_96H_X1_B35:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR017_U251MG.311_96H_X1_B35:H23,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR017_U251MG.311_96H_X1_B35:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR017_U251MG.311_96H_X1_B35:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR017_U251MG.311_96H_X1_B35:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR017_U251MG.311_96H_X1_B35:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR017_U251MG.311_96H_X1_B35:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR017_U251MG.311_96H_X1_B35:K07,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR017_U251MG.311_96H_X1_B35:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR017_U251MG.311_96H_X1_B35:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X1_B35:P18,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR017_U251MG.311_96H_X2_B35:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR017_U251MG.311_96H_X2_B35:C14,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:D09,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR017_U251MG.311_96H_X2_B35:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR017_U251MG.311_96H_X2_B35:E15,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:E17,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:E18,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR017_U251MG.311_96H_X2_B35:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR017_U251MG.311_96H_X2_B35:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR017_U251MG.311_96H_X2_B35:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR017_U251MG.311_96H_X2_B35:H23,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR017_U251MG.311_96H_X2_B35:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR017_U251MG.311_96H_X2_B35:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR017_U251MG.311_96H_X2_B35:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR017_U251MG.311_96H_X2_B35:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR017_U251MG.311_96H_X2_B35:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR017_U251MG.311_96H_X2_B35:K07,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR017_U251MG.311_96H_X2_B35:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR017_U251MG.311_96H_X2_B35:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X2_B35:P18,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR017_U251MG.311_96H_X3_B35:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR017_U251MG.311_96H_X3_B35:C14,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:D09,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR017_U251MG.311_96H_X3_B35:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR017_U251MG.311_96H_X3_B35:E15,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:E17,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:E18,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR017_U251MG.311_96H_X3_B35:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR017_U251MG.311_96H_X3_B35:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR017_U251MG.311_96H_X3_B35:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR017_U251MG.311_96H_X3_B35:H23,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR017_U251MG.311_96H_X3_B35:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR017_U251MG.311_96H_X3_B35:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR017_U251MG.311_96H_X3_B35:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR017_U251MG.311_96H_X3_B35:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR017_U251MG.311_96H_X3_B35:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR017_U251MG.311_96H_X3_B35:K07,U251MG,96 h,ctl_untrt,UnTrt,
XPR017_U251MG.311_96H_X3_B35:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR017_U251MG.311_96H_X3_B35:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR017_U251MG.311_96H_X3_B35:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:C01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR018_U251MG.311_96H_X1_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR018_U251MG.311_96H_X1_B37:D03,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR018_U251MG.311_96H_X1_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR018_U251MG.311_96H_X1_B37:E24,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR018_U251MG.311_96H_X1_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR018_U251MG.311_96H_X1_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR018_U251MG.311_96H_X1_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR018_U251MG.311_96H_X1_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR018_U251MG.311_96H_X1_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR018_U251MG.311_96H_X1_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR018_U251MG.311_96H_X1_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR018_U251MG.311_96H_X1_B37:K01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR018_U251MG.311_96H_X1_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR018_U251MG.311_96H_X1_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR018_U251MG.311_96H_X1_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR018_U251MG.311_96H_X1_B37:L22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:N08,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:N21,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X1_B37:O22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:C01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR018_U251MG.311_96H_X2_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR018_U251MG.311_96H_X2_B37:D03,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR018_U251MG.311_96H_X2_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR018_U251MG.311_96H_X2_B37:E24,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR018_U251MG.311_96H_X2_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR018_U251MG.311_96H_X2_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR018_U251MG.311_96H_X2_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR018_U251MG.311_96H_X2_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR018_U251MG.311_96H_X2_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR018_U251MG.311_96H_X2_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR018_U251MG.311_96H_X2_B37:K01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR018_U251MG.311_96H_X2_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR018_U251MG.311_96H_X2_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR018_U251MG.311_96H_X2_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR018_U251MG.311_96H_X2_B37:L22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:N08,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:N21,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X2_B37:O22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:A17,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:C01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR018_U251MG.311_96H_X3_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR018_U251MG.311_96H_X3_B37:D03,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR018_U251MG.311_96H_X3_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR018_U251MG.311_96H_X3_B37:E24,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR018_U251MG.311_96H_X3_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR018_U251MG.311_96H_X3_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR018_U251MG.311_96H_X3_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR018_U251MG.311_96H_X3_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR018_U251MG.311_96H_X3_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR018_U251MG.311_96H_X3_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR018_U251MG.311_96H_X3_B37:K01,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR018_U251MG.311_96H_X3_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR018_U251MG.311_96H_X3_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR018_U251MG.311_96H_X3_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR018_U251MG.311_96H_X3_B37:L22,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:N08,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:N21,U251MG,96 h,ctl_untrt,UnTrt,
XPR018_U251MG.311_96H_X3_B37:O22,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR019_U251MG.311_96H_X1_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR019_U251MG.311_96H_X1_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR019_U251MG.311_96H_X1_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR019_U251MG.311_96H_X1_B37:E13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:F13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR019_U251MG.311_96H_X1_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR019_U251MG.311_96H_X1_B37:H14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR019_U251MG.311_96H_X1_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR019_U251MG.311_96H_X1_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR019_U251MG.311_96H_X1_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR019_U251MG.311_96H_X1_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR019_U251MG.311_96H_X1_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR019_U251MG.311_96H_X1_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR019_U251MG.311_96H_X1_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR019_U251MG.311_96H_X1_B37:K14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR019_U251MG.311_96H_X1_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR019_U251MG.311_96H_X1_B37:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:O05,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X1_B37:P19,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR019_U251MG.311_96H_X2_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR019_U251MG.311_96H_X2_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR019_U251MG.311_96H_X2_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR019_U251MG.311_96H_X2_B37:E13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:F13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR019_U251MG.311_96H_X2_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR019_U251MG.311_96H_X2_B37:H14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR019_U251MG.311_96H_X2_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR019_U251MG.311_96H_X2_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR019_U251MG.311_96H_X2_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR019_U251MG.311_96H_X2_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR019_U251MG.311_96H_X2_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR019_U251MG.311_96H_X2_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR019_U251MG.311_96H_X2_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR019_U251MG.311_96H_X2_B37:K14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR019_U251MG.311_96H_X2_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR019_U251MG.311_96H_X2_B37:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:O05,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X2_B37:P19,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR019_U251MG.311_96H_X3_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR019_U251MG.311_96H_X3_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR019_U251MG.311_96H_X3_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR019_U251MG.311_96H_X3_B37:E13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:F13,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR019_U251MG.311_96H_X3_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR019_U251MG.311_96H_X3_B37:H14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR019_U251MG.311_96H_X3_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR019_U251MG.311_96H_X3_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR019_U251MG.311_96H_X3_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR019_U251MG.311_96H_X3_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR019_U251MG.311_96H_X3_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR019_U251MG.311_96H_X3_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR019_U251MG.311_96H_X3_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR019_U251MG.311_96H_X3_B37:K14,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR019_U251MG.311_96H_X3_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR019_U251MG.311_96H_X3_B37:N22,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:O05,U251MG,96 h,ctl_untrt,UnTrt,
XPR019_U251MG.311_96H_X3_B37:P19,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:B13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:C09,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR020_U251MG.311_96H_X1_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR020_U251MG.311_96H_X1_B37:C13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:D07,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR020_U251MG.311_96H_X1_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR020_U251MG.311_96H_X1_B37:D18,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR020_U251MG.311_96H_X1_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR020_U251MG.311_96H_X1_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR020_U251MG.311_96H_X1_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR020_U251MG.311_96H_X1_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR020_U251MG.311_96H_X1_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR020_U251MG.311_96H_X1_B37:J02,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR020_U251MG.311_96H_X1_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR020_U251MG.311_96H_X1_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR020_U251MG.311_96H_X1_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR020_U251MG.311_96H_X1_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR020_U251MG.311_96H_X1_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR020_U251MG.311_96H_X1_B37:M16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X1_B37:N16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:B13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:C09,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR020_U251MG.311_96H_X2_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR020_U251MG.311_96H_X2_B37:C13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:D07,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR020_U251MG.311_96H_X2_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR020_U251MG.311_96H_X2_B37:D18,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR020_U251MG.311_96H_X2_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR020_U251MG.311_96H_X2_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR020_U251MG.311_96H_X2_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR020_U251MG.311_96H_X2_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR020_U251MG.311_96H_X2_B37:J02,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
XPR020_U251MG.311_96H_X2_B37:J18,U251MG,96 h,ctl_vector,BRDN0001146085,
XPR020_U251MG.311_96H_X2_B37:K03,U251MG,96 h,ctl_vector,BRDN0001477804,
XPR020_U251MG.311_96H_X2_B37:K04,U251MG,96 h,ctl_vector,BRDN0001146317,
XPR020_U251MG.311_96H_X2_B37:L03,U251MG,96 h,ctl_vector,BRDN0001148995,
XPR020_U251MG.311_96H_X2_B37:L04,U251MG,96 h,ctl_vector,BRDN0001477792,
XPR020_U251MG.311_96H_X2_B37:M16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X2_B37:N16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:A16,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:B13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:C09,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:C11,U251MG,96 h,ctl_vector,BRDN0001148129,
XPR020_U251MG.311_96H_X3_B37:C12,U251MG,96 h,ctl_vector,BRDN0001146004,
XPR020_U251MG.311_96H_X3_B37:C13,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:D07,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:D11,U251MG,96 h,ctl_vector,BRDN0001146753,
XPR020_U251MG.311_96H_X3_B37:D12,U251MG,96 h,ctl_vector,BRDN0001477669,
XPR020_U251MG.311_96H_X3_B37:D18,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:G19,U251MG,96 h,ctl_vector,BRDN0001148519,
XPR020_U251MG.311_96H_X3_B37:G20,U251MG,96 h,ctl_vector,BRDN0001147223,
XPR020_U251MG.311_96H_X3_B37:H19,U251MG,96 h,ctl_vector,BRDN0001487138,
XPR020_U251MG.311_96H_X3_B37:H20,U251MG,96 h,ctl_vector,BRDN0001149216,
XPR020_U251MG.311_96H_X3_B37:I17,U251MG,96 h,ctl_vector,BRDN0001148145,
XPR020_U251MG.311_96H_X3_B37:I18,U251MG,96 h,ctl_vector,BRDN0001147812,
XPR020_U251MG.311_96H_X3_B37:J02,U251MG,96 h,ctl_untrt,UnTrt,
XPR020_U251MG.311_96H_X3_B37:J17,U251MG,96 h,ctl_vector,BRDN0001146109,
