,NEU_prg,pert_drug,targets,dose
CPC013_NEU_24H:BRD-K26048285-001-01-8:10,0.9149309095333238,BRD-K26048285,,10 uM
CPC013_NEU_24H:BRD-K26367064-001-01-9:10,0.35033209948724203,BRD-K26367064,,10 uM
CPC013_NEU_24H:BRD-K27630390-001-01-4:10,-1.3005728596678368,BRD-K27630390,,10 uM
CPC013_NEU_24H:BRD-K28115298-001-02-6:10,1.5028498516761524,BRD-K28115298,,10 uM
CPC013_NEU_24H:BRD-K28120222-001-05-0:10,0.991366396697472,BRD-K28120222,,10 uM
CPC013_NEU_24H:BRD-K28293491-001-01-8:10,1.7483517813096574,BRD-K28293491,,10 uM
CPC013_NEU_24H:BRD-K28774715-001-05-8:10,0.5791256915246379,BRD-K28774715,,10 uM
CPC013_NEU_24H:BRD-K28789065-001-01-1:10,1.4394911304796199,BRD-K28789065,,10 uM
CPC013_NEU_24H:BRD-K29622226-001-01-9:10,1.0945229460400918,BRD-K29622226,,10 uM
CPC013_NEU_24H:BRD-K29699988-001-01-5:10,0.719785420324552,RAN-14B,,10 uM
CPC013_NEU_24H:BRD-K29733039-001-01-1:10,-1.2341359593611514,deforolimus,MTOR,10 uM
CPC013_NEU_24H:BRD-K29905972-001-03-0:10,0.08760123554935928,axitinib,"FLT1, FLT4, KDR",10 uM
CPC013_NEU_24H:BRD-K30511626-001-01-7:10,-0.9317431273899326,BRD-K30511626,,10 uM
CPC013_NEU_24H:BRD-K30545681-001-01-7:10,0.1610565339739495,ST-4070169,,10 uM
CPC013_NEU_24H:BRD-K30715099-001-01-2:10,0.3312564626030353,BRD-K30715099,,10 uM
CPC013_NEU_24H:BRD-K31283835-001-01-9:10,0.6942895953317161,tofacitinib,"JAK1, JAK2, JAK3",10 uM
CPC013_NEU_24H:BRD-K31553034-001-01-4:10,0.09856158022154594,zibotentan,EDNRA,10 uM
CPC013_NEU_24H:BRD-K31754360-001-01-2:10,-0.2398599401297748,BRD-K31754360,,10 uM
CPC013_NEU_24H:BRD-K32321439-001-01-6:10,-0.20682837259567088,BRD-K32321439,,10 uM
CPC013_NEU_24H:BRD-K33164466-001-01-5:10,-1.1105150978429612,BRD-K33164466,,10 uM
CPC013_NEU_24H:BRD-K33606495-001-01-0:10,0.21392104518716049,BRD-K33606495,,10 uM
CPC013_NEU_24H:BRD-K35638681-001-01-5:10,-0.5715289688065777,BRD-K35638681,,10 uM
CPC013_NEU_24H:BRD-K35669573-001-02-9:10,-0.4666938793144172,TUL-XX023,,10 uM
CPC013_NEU_24H:BRD-K35687265-236-01-8:10,0.8196156923481721,ON-01910,"CDK1, FLT1, FYN, PDGFRA, PLK1, PLK2, SRC",10 uM
CPC013_NEU_24H:BRD-K35961280-300-01-2:10,-0.722265931076713,BRD-K35961280,,10 uM
CPC013_NEU_24H:BRD-K36264978-001-01-1:10,0.3523633461662341,KM-03439,,10 uM
CPC013_NEU_24H:BRD-K36591038-001-04-9:10,-0.8414804715738284,BRD-K36591038,,10 uM
CPC013_NEU_24H:BRD-K37340241-001-01-9:10,-1.385912802737915,BRD-K37340241,,10 uM
CPC013_NEU_24H:BRD-K37932103-001-01-0:10,0.1876814706399161,BRD-K37932103,,10 uM
CPC013_NEU_24H:BRD-K38455110-001-01-2:10,0.4536823213176473,BRD-K38455110,,10 uM
CPC013_NEU_24H:BRD-K38910949-001-01-3:10,-0.6584850470148793,ST-4075437,,10 uM
CPC013_NEU_24H:BRD-K41303952-001-01-0:10,0.20370960298304622,BRD-K41303952,,10 uM
CPC013_NEU_24H:BRD-K41757249-001-01-0:10,-0.03825852944911734,BRD-K41757249,,10 uM
CPC013_NEU_24H:BRD-K41925105-001-01-6:10,-0.28485881398104757,BRD-K41925105,,10 uM
CPC013_NEU_24H:BRD-K41931739-001-01-8:10,-0.5228797705679085,BRD-K41931739,,10 uM
CPC013_NEU_24H:BRD-K42125900-001-01-9:10,-0.20042511905372284,docetaxel,TUBB,10 uM
CPC013_NEU_24H:BRD-K42644990-003-01-6:10,0.21840744223111097,BRD-K42644990,,10 uM
CPC013_NEU_24H:BRD-K42687792-001-01-9:10,-0.6331328281750949,BRD-K42687792,,10 uM
CPC013_NEU_24H:BRD-K43256821-001-01-7:10,-0.20654520986416358,BRD-K43256821,,10 uM
CPC013_NEU_24H:BRD-K43581698-001-01-8:10,-0.8220376724159307,BRD-K43581698,,10 uM
CPC013_NEU_24H:BRD-K43739430-001-01-5:10,1.396162280926689,ST-4029487,,10 uM
CPC013_NEU_24H:BRD-K44540157-001-01-7:10,0.14054598639495317,BRD-K44540157,,10 uM
CPC013_NEU_24H:BRD-K44812652-001-01-0:10,0.4823714164769327,BRD-K44812652,,10 uM
CPC013_NEU_24H:BRD-K45044657-001-01-4:10,2.137988428061464,TC-H-106,,10 uM
CPC013_NEU_24H:BRD-K45818044-001-01-3:10,-0.7413991982288066,SA-425500,,10 uM
CPC013_NEU_24H:BRD-K46056750-001-01-3:10,-0.5451835573788328,AZD-7762,"CHEK1, CHEK2",10 uM
CPC013_NEU_24H:BRD-K46171503-001-01-0:10,-0.11814262531593972,BRD-K46171503,,10 uM
CPC013_NEU_24H:BRD-K46558254-001-01-9:10,-0.43596132850185076,BRD-K46558254,,10 uM
CPC013_NEU_24H:BRD-K46961308-001-01-1:10,-0.28095288256844997,BRD-K46961308,,10 uM
CPC013_NEU_24H:BRD-K47622659-001-01-3:10,0.8327566560680117,ST-4042556,,10 uM
CPC013_NEU_24H:BRD-K47731572-001-01-6:10,0.3294722170669038,BRD-K47731572,,10 uM
CPC013_NEU_24H:BRD-K47764688-001-01-8:10,1.3463521477805402,BRD-K47764688,,10 uM
CPC013_NEU_24H:BRD-K47832606-001-13-7:10,-1.0142910821543571,floxuridine,,10 uM
CPC013_NEU_24H:BRD-K48016779-001-01-2:10,0.5733064859789817,BRD-K48016779,,10 uM
CPC013_NEU_24H:BRD-K48204702-001-01-6:10,-0.08641431250174558,BRD-K48204702,,10 uM
CPC013_NEU_24H:BRD-K48716658-001-05-4:10,-1.1343072995382482,BRD-K48716658,,10 uM
CPC013_NEU_24H:BRD-K48950795-001-01-2:10,0.5347627683701572,BRD-K48950795,,10 uM
CPC013_NEU_24H:BRD-K49328571-001-04-4:10,-0.6170426375470847,dasatinib,"ABL1, BCR, EPHA2, FYN, KIT, LCK, LYN, PDGFRB, SRC, YES1",10 uM
CPC013_NEU_24H:BRD-K49810818-001-01-0:10,0.496743182444427,sorafenib,"BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",10 uM
CPC013_NEU_24H:BRD-K49861754-001-04-3:10,0.5561268287226468,BRD-K49861754,,10 uM
CPC013_NEU_24H:BRD-K49865102-001-01-9:10,1.350796068272178,PD-0325901,MAP2K1,10 uM
CPC013_NEU_24H:BRD-K50140147-001-03-6:10,-0.9479674553419595,NVP-TAE684,ALK,10 uM
CPC013_NEU_24H:BRD-K50360938-001-01-7:10,0.22650072906316007,BRD-K50360938,,10 uM
CPC013_NEU_24H:BRD-K51608872-001-07-3:10,0.4668374159646833,BRD-K51608872,,10 uM
CPC013_NEU_24H:BRD-K51683034-001-01-4:10,1.1449965503767179,BRD-K51683034,,10 uM
CPC013_NEU_24H:BRD-K51696048-001-01-0:10,0.21819627642838346,BRD-K51696048,,10 uM
CPC013_NEU_24H:BRD-K51731619-001-01-4:10,-0.9773516505741779,BRD-K51731619,,10 uM
CPC013_NEU_24H:BRD-K51967704-001-01-0:10,-2.0656237117948355,BIIB-021,HSP90AA1,10 uM
CPC013_NEU_24H:BRD-K52640952-001-01-1:10,0.21799028444173074,BRD-K52640952,PLA2G1B,10 uM
CPC013_NEU_24H:BRD-K52678950-001-01-3:10,1.2785607989461536,BRD-K52678950,,10 uM
CPC013_NEU_24H:BRD-K52914903-001-01-0:10,0.06253440925023923,BRD-K52914903,,10 uM
CPC013_NEU_24H:BRD-K53214709-001-01-0:10,-0.19187853265692445,BRD-K53214709,,10 uM
CPC013_NEU_24H:BRD-K53327986-001-01-4:10,0.5892671603339141,BRD-K53327986,,10 uM
CPC013_NEU_24H:BRD-K53331454-001-01-9:10,1.2468670564675226,BRD-K53331454,,10 uM
CPC013_NEU_24H:BRD-K53592093-001-01-3:10,0.6447515541262803,BRD-K53592093,,10 uM
CPC013_NEU_24H:BRD-K54159704-001-01-1:10,0.17992005283739781,BRD-K54159704,,10 uM
CPC013_NEU_24H:BRD-K54331210-001-02-1:10,-0.6344682979149108,BRD-K54331210,ALPL,10 uM
CPC013_NEU_24H:BRD-K54405293-001-01-5:10,-1.0941287919040585,BRD-K54405293,,10 uM
CPC013_NEU_24H:BRD-K54573313-001-01-6:10,0.08783686362060195,BRD-K54573313,,10 uM
CPC013_NEU_24H:BRD-K55071917-001-01-0:10,-1.3328970790892682,BRD-K55071917,,10 uM
CPC013_NEU_24H:BRD-K55498981-001-01-6:10,0.2561573496186013,ST-022313,,10 uM
CPC013_NEU_24H:BRD-K55536701-001-01-2:10,0.8740279875604247,BRD-K55536701,,10 uM
CPC013_NEU_24H:BRD-K55612480-001-01-8:10,-0.7916005688071841,BRD-K55612480,,10 uM
CPC013_NEU_24H:BRD-K55991774-001-01-1:10,2.2863712409844767,BAS-09104376,,10 uM
CPC013_NEU_24H:BRD-K56287385-001-01-4:10,0.07423421807694139,ST-001903,,10 uM
CPC013_NEU_24H:BRD-K57019930-001-01-0:10,0.6107217947583585,BRD-K57019930,,10 uM
CPC013_NEU_24H:BRD-K58141791-001-01-9:10,0.7634786009807281,BRD-K58141791,,10 uM
CPC013_NEU_24H:BRD-K58347372-001-02-7:10,0.299153067193471,BRD-K58347372,,10 uM
CPC013_NEU_24H:BRD-K58547240-001-01-4:10,0.3965873185736328,BRD-K58547240,,10 uM
CPC013_NEU_24H:BRD-K58628167-001-01-1:10,0.5253611376986044,BRD-K58628167,,10 uM
CPC013_NEU_24H:BRD-K58698715-001-05-2:10,0.2751845127777086,BRD-K58698715,,10 uM
CPC013_NEU_24H:BRD-K58784778-001-01-3:10,-0.49645445514482234,BRD-K58784778,,10 uM
CPC013_NEU_24H:BRD-K58900438-001-01-7:10,-0.9883504151652763,BRD-K58900438,,10 uM
CPC013_NEU_24H:BRD-K59369769-001-05-4:10,-0.7956966046611242,tozasertib,"ABL1, AURKA, AURKB, AURKC, BCR, FLT3, JAK2",10 uM
CPC013_NEU_24H:BRD-K59369769-001-07-0:10,-0.6761885959792506,tozasertib,"ABL1, AURKA, AURKB, AURKC, BCR, FLT3, JAK2",10 uM
CPC013_NEU_24H:BRD-K59460069-001-01-7:10,0.29796695346740826,BRD-K59460069,,10 uM
CPC013_NEU_24H:BRD-K59556282-001-01-3:10,-0.26344736960421866,BRD-K59556282,,10 uM
CPC013_NEU_24H:BRD-K60379529-001-01-0:10,0.2916036295319505,BRD-K60379529,,10 uM
CPC013_NEU_24H:BRD-K60685007-001-01-1:10,0.003042616295759179,BRD-K60685007,,10 uM
CPC013_NEU_24H:BRD-K61175124-001-01-0:10,0.5334484557932404,BRD-K61175124,,10 uM
CPC013_NEU_24H:BRD-K61192372-001-01-4:10,0.909161814361213,capecitabine,TYMS,10 uM
CPC013_NEU_24H:BRD-K61217870-001-01-6:10,0.5485661396356301,BRD-K61217870,,10 uM
CPC013_NEU_24H:BRD-K61359235-001-01-6:10,-1.5657041398845228,BRD-K61359235,,10 uM
CPC013_NEU_24H:BRD-K61627029-001-04-0:10,-0.4568438984059007,BRD-K61627029,,10 uM
CPC013_NEU_24H:BRD-K62768020-236-01-8:10,0.15712748278707403,BRD-K62768020,,10 uM
CPC013_NEU_24H:BRD-K62982419-001-01-2:10,-0.594229481244354,cilomilast,"PDE4A, PDE4B, PDE4D",10 uM
CPC013_NEU_24H:BRD-K63068307-001-01-4:10,0.31882148168493146,ZSTK-474,PIK3CG,10 uM
CPC013_NEU_24H:BRD-K63350243-001-01-3:10,-0.5313997615413175,BRD-K63350243,,10 uM
CPC013_NEU_24H:BRD-K63425657-001-01-2:10,-0.8131653653582719,NP-010914,,10 uM
CPC013_NEU_24H:BRD-K63549648-001-01-1:10,0.20295565567451118,BRD-K63549648,,10 uM
CPC013_NEU_24H:BRD-K63587518-001-01-8:10,-1.1502149519816183,BRD-K63587518,,10 uM
CPC013_NEU_24H:BRD-K63923597-001-02-7:10,0.32879372226152015,barasertib-HQPA,AURKB,10 uM
CPC013_NEU_24H:BRD-K64024097-001-01-0:10,0.16814711337025476,BRD-K64024097,,10 uM
CPC013_NEU_24H:BRD-K64440589-001-01-3:10,-0.8781859984120712,SEW-05685,,10 uM
CPC013_NEU_24H:BRD-K64525051-001-01-0:10,0.2805536204305388,BRD-K64525051,,10 uM
CPC013_NEU_24H:BRD-K64606589-001-01-9:10,-0.5336048679756462,apicidin,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",10 uM
CPC013_NEU_24H:BRD-K64785675-001-01-6:10,-0.6389552448610565,TG-100115,PIK3CG,10 uM
CPC013_NEU_24H:BRD-K64881305-001-01-1:10,-0.3706403796238492,ispinesib,KIF11,10 uM
CPC013_NEU_24H:BRD-K65261396-002-01-3:10,1.0057699256099952,tacrolimus,FKBP1A,10 uM
CPC013_NEU_24H:BRD-K65342895-001-02-7:10,-0.771596082817073,BRD-K65342895,,10 uM
CPC013_NEU_24H:BRD-K66175015-001-01-7:10,0.9220655805645918,afatinib,"EGFR, ERBB2, ERBB4",10 uM
CPC013_NEU_24H:BRD-K66254772-001-01-3:10,-0.9934983119171723,RS-I-002-6,,10 uM
CPC013_NEU_24H:BRD-K66763349-001-01-7:10,-0.4161463593769882,STOCK1S-03920,,10 uM
CPC013_NEU_24H:BRD-K66866270-001-01-1:10,0.2663346161606176,BRD-K66866270,,10 uM
CPC013_NEU_24H:BRD-K66876909-001-04-3:10,0.07252400841940229,linezolid,"MAOA, MAOB",10 uM
CPC013_NEU_24H:BRD-K67010098-001-01-5:10,1.1460373823747756,BRD-K67010098,,10 uM
CPC013_NEU_24H:BRD-K67364256-001-01-4:10,-0.7166824700838318,ST-4029655,,10 uM
CPC013_NEU_24H:BRD-K67808578-001-01-1:10,0.48551881809064,BRD-K67808578,,10 uM
CPC013_NEU_24H:BRD-K67867734-001-01-8:10,1.3309715408269516,SEW-00445,,10 uM
CPC013_NEU_24H:BRD-K68191783-001-01-2:10,0.40321181455360344,ALW-II-38-3,DDR1,10 uM
CPC013_NEU_24H:BRD-K68202742-001-05-8:10,-3.059109947174361,BRD-K68202742,,10 uM
CPC013_NEU_24H:BRD-K68344511-001-02-4:10,0.42822137837990404,KM-03472SC,,10 uM
CPC013_NEU_24H:BRD-K68437527-001-02-8:10,-0.5674416918109748,EMF-BCA1-60,,10 uM
CPC013_NEU_24H:BRD-K69569876-001-01-6:10,-0.42054282817050287,BRD-K69569876,,10 uM
CPC013_NEU_24H:BRD-K69852452-001-01-8:10,-0.9091890993214495,F-1566-0341,,10 uM
CPC013_NEU_24H:BRD-K70086257-001-01-7:10,0.8691169365834486,BRD-K70086257,,10 uM
CPC013_NEU_24H:BRD-K70369221-001-01-0:10,1.1877018693368127,BRD-K70369221,,10 uM
CPC013_NEU_24H:BRD-K70500696-001-01-6:10,0.6683965348455054,KB188-III-56,,10 uM
CPC013_NEU_24H:BRD-K70974948-001-01-9:10,-0.2236681462935375,BRD-K70974948,,10 uM
CPC013_NEU_24H:BRD-K71322910-001-01-4:10,0.6258935344810463,ST-012525,,10 uM
CPC013_NEU_24H:BRD-K71427192-014-01-3:10,-0.390679266490637,BRD-K71427192,XIAP,10 uM
CPC013_NEU_24H:BRD-K71512533-001-01-7:10,-0.8917066653986669,SNS-314,"AURKA, AURKB, AURKC",10 uM
CPC013_NEU_24H:BRD-K71670746-001-01-6:10,1.0588257301215795,BRD-K71670746,,10 uM
CPC013_NEU_24H:BRD-K71823332-001-01-1:10,0.24511247719355103,epothilone-a,,10 uM
CPC013_NEU_24H:BRD-K72192970-001-01-7:10,0.350400523170187,ST-019365,,10 uM
CPC013_NEU_24H:BRD-K72381041-001-01-1:10,-0.7342175854674946,BRD-K72381041,,10 uM
CPC013_NEU_24H:BRD-K72451865-001-01-5:10,0.2823022363660759,BRD-K72451865,,10 uM
CPC013_NEU_24H:BRD-K72703948-001-03-6:10,0.9307691110975169,ZM-447439,"AURKA, AURKB",10 uM
CPC013_NEU_24H:BRD-K73707305-001-04-1:10,-0.0727653565260413,BRD-K73707305,,10 uM
CPC013_NEU_24H:BRD-K74133369-001-01-8:10,0.7929578914729244,oligomycin-a,ATP5F1A,10 uM
CPC013_NEU_24H:BRD-K74606027-001-01-7:10,1.1968403316873397,BRD-K74606027,,10 uM
CPC013_NEU_24H:BRD-K74623475-001-02-7:10,-0.37385690220148327,BRD-K74623475,,10 uM
CPC013_NEU_24H:BRD-K74931283-001-01-8:10,1.505676952085968,BRD-K74931283,,10 uM
CPC013_NEU_24H:BRD-K74949371-001-01-3:10,-0.17193976250571757,BRD-K74949371,,10 uM
CPC013_NEU_24H:BRD-K75418381-001-01-6:10,-0.8691605384811601,BRD-K75418381,,10 uM
CPC013_NEU_24H:BRD-K76236182-001-01-2:10,0.8983163814071058,BRD-K76236182,,10 uM
CPC013_NEU_24H:BRD-K76565902-001-01-3:10,-0.4270307758125214,S-206352,,10 uM
CPC013_NEU_24H:BRD-K76908866-001-01-9:10,0.4769645189604356,CP-724714,ERBB2,10 uM
CPC013_NEU_24H:BRD-K76908866-001-02-7:10,0.8397782909101908,CP-724714,ERBB2,10 uM
CPC013_NEU_24H:BRD-K76938712-001-01-2:10,-0.08484074431686581,BRD-K76938712,,10 uM
CPC013_NEU_24H:BRD-K77908580-001-04-7:10,0.11735228791396923,entinostat,HDAC1,10 uM
CPC013_NEU_24H:BRD-K77987635-001-01-2:10,-0.6585533612654781,BRD-K77987635,,10 uM
CPC013_NEU_24H:BRD-K78596368-001-01-3:10,0.09531565078433324,BRD-K78596368,,10 uM
CPC013_NEU_24H:BRD-K79090631-001-15-7:10,-0.21720715393229706,CGP-60474,CDK1,10 uM
CPC013_NEU_24H:BRD-K79254416-001-08-5:10,1.2366454774653652,decitabine,DNMT1,10 uM
CPC013_NEU_24H:BRD-K79382620-001-01-1:10,-0.0792896886193828,BRD-K79382620,,10 uM
CPC013_NEU_24H:BRD-K79779816-001-01-2:10,0.002388094164117782,BRD-K79779816,,10 uM
CPC013_NEU_24H:BRD-K80346834-001-01-5:10,-0.18371936645600884,BRD-K80346834,,10 uM
CPC013_NEU_24H:BRD-K80786583-001-01-5:10,-0.006210978653079957,BRD-K80786583,,10 uM
CPC013_NEU_24H:BRD-K80981391-001-01-4:10,-0.720185254434842,I-070754,,10 uM
CPC013_NEU_24H:BRD-K81418486:10,-1.5009322451254035,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",10 uM
CPC013_NEU_24H:BRD-K81609421-001-01-4:10,-0.5618956466507722,BRD-K81609421,,10 uM
CPC013_NEU_24H:BRD-K82164249-001-01-9:10,-0.9051433431298473,andarine,AR,10 uM
CPC013_NEU_24H:BRD-K82395301-001-01-4:10,0.00826202774250795,ST-4066738,,10 uM
CPC013_NEU_24H:BRD-K82492171-001-01-6:10,0.32402366054426457,BRD-K82492171,,10 uM
CPC013_NEU_24H:BRD-K82685933-001-02-2:10,-0.12693072132410654,BRD-K82685933,,10 uM
CPC013_NEU_24H:BRD-K83336168-001-01-9:10,0.14879973813471298,MD-040,,10 uM
CPC013_NEU_24H:BRD-K83620635-001-01-1:10,0.5443873916705075,BRD-K83620635,,10 uM
CPC013_NEU_24H:BRD-K83643280-001-01-1:10,-0.27155475599538015,BG-FA-0953,,10 uM
CPC013_NEU_24H:BRD-K84571636-001-01-4:10,0.4532889532553249,BRD-K84571636,,10 uM
CPC013_NEU_24H:BRD-K84677391-001-01-4:10,1.403384875216073,BRD-K84677391,,10 uM
CPC013_NEU_24H:BRD-K84803513-001-01-9:10,0.19560341264124637,BRD-K84803513,,10 uM
CPC013_NEU_24H:BRD-K85266146-001-01-3:10,-0.7783459115273138,BRD-K85266146,,10 uM
CPC013_NEU_24H:BRD-K85694079-001-01-7:10,2.3628962398634115,BRD-K85694079,,10 uM
CPC013_NEU_24H:BRD-K86631041-001-01-3:10,0.11788762199310049,BRD-K86631041,,10 uM
CPC013_NEU_24H:BRD-K86761848-001-01-3:10,0.11642196155120321,I-070759,,10 uM
CPC013_NEU_24H:BRD-K86901264-001-01-0:10,-0.05543211802879046,BRD-K86901264,,10 uM
CPC013_NEU_24H:BRD-K87426499-001-02-2:10,0.6110238532437426,BRD-K87426499,CASP3,10 uM
CPC013_NEU_24H:BRD-K87909389-001-01-2:10,-1.6261715277624245,alvocidib,"CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM",10 uM
CPC013_NEU_24H:BRD-K88542532-001-01-6:10,-0.4573073579074515,BRD-K88542532,,10 uM
CPC013_NEU_24H:BRD-K89162000-001-02-3:10,-0.6383828986099618,tandutinib,"FLT3, KIT, PDGFRA, PDGFRB",10 uM
CPC013_NEU_24H:BRD-K89558221-001-01-7:10,-0.9362881134627186,BRD-K89558221,,10 uM
CPC013_NEU_24H:BRD-K89784888-001-01-3:10,-0.14479420555024966,BRD-K89784888,,10 uM
CPC013_NEU_24H:BRD-K89839824-001-01-2:10,0.6288108546702729,raltitrexed,TYMS,10 uM
CPC013_NEU_24H:BRD-K89843224-001-01-0:10,0.4405125714734821,BRD-K89843224,,10 uM
CPC013_NEU_24H:BRD-K90697054-001-01-2:10,-0.2516461488713798,BRD-K90697054,,10 uM
CPC013_NEU_24H:BRD-K91355947-001-01-7:10,0.07608903919436472,BRD-K91355947,,10 uM
CPC013_NEU_24H:BRD-K92428232-001-01-5:10,-0.9016161735155938,GSK-461364,PLK1,10 uM
CPC013_NEU_24H:BRD-K92489476-001-01-2:10,1.3961980426083664,BRD-K92489476,,10 uM
CPC013_NEU_24H:BRD-K92723993-066-08-6:10,-0.5966326115933607,imatinib,"ABL1, BCR, CSF1R, KIT, PDGFRA, PDGFRB",10 uM
CPC013_NEU_24H:BRD-K93215584-001-01-9:10,-0.08821777053848706,BRD-K93215584,,10 uM
CPC013_NEU_24H:BRD-K93296644-001-01-7:10,-1.1360121967253063,BRD-K93296644,,10 uM
CPC013_NEU_24H:BRD-K93578426-001-01-2:10,0.6274546369586178,BRD-K93578426,,10 uM
CPC013_NEU_24H:BRD-K93899689-001-01-4:10,0.14640629449657822,BRD-K93899689,,10 uM
CPC013_NEU_24H:BRD-K94493764-001-01-3:10,0.41292067336400773,BRD-K94493764,,10 uM
CPC013_NEU_24H:BRD-K95673870-004-01-4:10,0.3099364367072289,ST-4034917,,10 uM
CPC013_NEU_24H:BRD-K95760042-001-01-8:10,0.5530067686962674,BRD-K95760042,,10 uM
CPC013_NEU_24H:BRD-K96167523-001-01-3:10,1.0684415801395881,BRD-K96167523,,10 uM
CPC013_NEU_24H:BRD-K96274284-001-01-6:10,-0.5057643438427768,UGISS-451,,10 uM
CPC013_NEU_24H:BRD-K96433222-001-01-3:10,-0.3667194712453617,BRD-K96433222,,10 uM
CPC013_NEU_24H:BRD-K96704748-001-01-2:10,1.360412793044885,BRD-K96704748,,10 uM
CPC013_NEU_24H:BRD-K96787835-001-01-1:10,0.6285183993947776,BRD-K96787835,,10 uM
CPC013_NEU_24H:BRD-K97056771-001-05-7:10,-0.32621378030068215,GNF-2,"ABL1, BCR",10 uM
CPC013_NEU_24H:BRD-K97764662-001-08-2:10,-0.6789172531801467,PD-173074,"FGFR1, FGFR3",10 uM
CPC013_NEU_24H:BRD-K97764662-001-10-8:10,-0.6909717040811195,PD-173074,"FGFR1, FGFR3",10 uM
CPC013_NEU_24H:BRD-K98519396-001-01-7:10,0.5371773904649899,BRD-K98519396,,10 uM
CPC013_NEU_24H:BRD-K98634983-001-01-3:10,-0.07985442556491214,BRD-K98634983,,10 uM
CPC013_NEU_24H:BRD-K98714523-001-01-0:10,0.6736089204720647,SA-103006,,10 uM
CPC013_NEU_24H:BRD-K99303177-001-01-0:10,-0.5691040444654379,BRD-K99303177,,10 uM
CPC013_NEU_24H:BRD-K99433267-001-01-6:10,0.5380240869848905,BRD-K99433267,,10 uM
CPC013_NEU_24H:BRD-K99515112-001-01-7:10,1.243757230623317,ST-4029010,,10 uM
CPC013_NEU_24H:BRD-K99616396-316-01-2:10,0.2293142189548215,motesanib,"FLT1, FLT4, KDR, KIT",10 uM
CPC013_NEU_24H:BRD-U37049823-000-01-2:10,-0.4676904831814256,HG-6-64-01,,10 uM
CPC013_NEU_24H:BRD-U44700465-000-01-4:10,-0.6664008297939484,HG-5-88-01,,10 uM
CPC013_NEU_24H:BRD-U68942961-000-01-2:10,-1.0009681934652268,JW-7-24-1,,10 uM
CPC013_NEU_24H:BRD-U82589721-000-01-4:10,1.2461405120251354,HG-5-113-01,,10 uM
CPC014_NEU_24H:BRD-A01317026-001-01-2:10,0.12835055427962672,BRD-A01317026,,10 uM
CPC014_NEU_24H:BRD-A02198599-001-06-1:10,0.30923037830644207,EMF-sumo1-9,,10 uM
CPC014_NEU_24H:BRD-A03946276-001-01-3:10,-1.2451165281209668,BRD-A03946276,,10 uM
CPC014_NEU_24H:BRD-A06929388-001-01-1:10,-0.2048311846836535,CVF-SUMO-13,,10 uM
CPC014_NEU_24H:BRD-A11007541-003-01-9:10,-2.3246256220453194,BCI-hydrochloride,"DUSP1, DUSP6",10 uM
CPC014_NEU_24H:BRD-A11706664-001-01-1:10,-1.1667318868282797,triciribine,"AKT1, AKT2, AKT3",10 uM
CPC014_NEU_24H:BRD-A13346522-001-01-6:10,-0.8605539333065919,BRD-A13346522,,10 uM
CPC014_NEU_24H:BRD-A13461302-001-01-9:10,0.4880499706367553,BRD-A13461302,,10 uM
CPC014_NEU_24H:BRD-A13914662-001-01-1:10,0.39950600143638254,BRD-A13914662,,10 uM
CPC014_NEU_24H:BRD-A18497530-001-05-3:10,-0.693361039101692,5-iodotubercidin,MAPK3,10 uM
CPC014_NEU_24H:BRD-A19037878:10,-2.903600402949599,BRD-A19037878,,10 uM
CPC014_NEU_24H:BRD-A19500257:10,-1.4483391185955123,geldanamycin,HSP90AA1,10 uM
CPC014_NEU_24H:BRD-A20697603-001-06-4:10,-2.036474124720713,thiostrepton,FOXM1,10 uM
CPC014_NEU_24H:BRD-A25337146-003-07-0:10,-1.3104225951597392,AT-SUMO-1,,10 uM
CPC014_NEU_24H:BRD-A26002865-001-01-5:10,-0.08513792897929973,verrucarin-a,,10 uM
CPC014_NEU_24H:BRD-A26199074-003-02-0:10,-0.0049466855626508766,calmidazolium,"ATP2B1, PDE1A",10 uM
CPC014_NEU_24H:BRD-A26595446-001-08-1:10,-0.8916078860398189,BRD-A26595446,,10 uM
CPC014_NEU_24H:BRD-A29901043-001-01-0:10,0.25540185885126143,KIN001-127,ITK,10 uM
CPC014_NEU_24H:BRD-A31374339-001-01-9:10,0.6067224631595561,fludarabine,RRM1,10 uM
CPC014_NEU_24H:BRD-A36059655-001-01-7:10,-1.1009721667256533,BRD-A36059655,,10 uM
CPC014_NEU_24H:BRD-A36707673-001-01-9:10,0.8454316958066093,BRD-A36707673,,10 uM
CPC014_NEU_24H:BRD-A37656721-001-01-9:10,-0.42796493267508484,BRD-A37656721,,10 uM
CPC014_NEU_24H:BRD-A37837077-003-01-1:10,0.1774599001928986,cyclazosin,ADRA1B,10 uM
CPC014_NEU_24H:BRD-A38878059-001-01-0:10,-0.6194095888000076,BL-077,,10 uM
CPC014_NEU_24H:BRD-A39052811-377-01-4:10,-0.579498619545721,mosapride,HTR4,10 uM
